"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test the database relation.","902317","test_database_relation","tests.integration","Tue Nov 12 02:23:07 UTC 2024","broken","Tue Nov 12 02:38:10 UTC 2024","","test_charm","",""
"Test the database relation.","0","test_tls","tests.integration","Tue Nov 12 02:38:03 UTC 2024","skipped","Tue Nov 12 02:38:03 UTC 2024","","test_node_port","",""
"Upgrade to an invalid version and test rollback.

    Relies on the charm built in the previous test (test_upgrade_from_edge).
    ","","test_fail_and_rollback","tests.integration","","unknown","","","test_upgrade","",""
"Upgrade mysqlrouter while ensuring continuous writes incrementing.","","test_upgrade_from_edge","tests.integration","","unknown","","","test_upgrade","",""
"Test the deployment of the charm.","903990","test_build_and_deploy","tests.integration","Tue Nov 12 02:22:59 UTC 2024","broken","Tue Nov 12 02:38:03 UTC 2024","","test_node_port","",""
"Simple test to ensure that mysql, mysqlrouter and application charms deploy.","","test_deploy_edge","tests.integration","","unknown","","","test_upgrade","",""
"Test the nodeport.","0","test_data_integrator","tests.integration","Tue Nov 12 02:38:03 UTC 2024","skipped","Tue Nov 12 02:38:03 UTC 2024","","test_node_port","",""
"Test log rotation.","903295","test_log_rotation","tests.integration","Tue Nov 12 02:23:40 UTC 2024","broken","Tue Nov 12 02:38:43 UTC 2024","","test_log_rotation","",""
"Test the nodeport.","0","test_node_port_and_clusterip_setup","tests.integration","Tue Nov 12 02:38:03 UTC 2024","skipped","Tue Nov 12 02:38:03 UTC 2024","","test_node_port","",""
"Test that the exporter endpoint works when related with TLS","0","test_exporter_endpoint_with_tls","tests.integration","Tue Nov 12 02:48:37 UTC 2024","skipped","Tue Nov 12 02:48:37 UTC 2024","","test_exporter","",""
"Test encryption when backend database is using TLS.","0","test_connected_encryption","tests.integration","Tue Nov 12 02:38:00 UTC 2024","skipped","Tue Nov 12 02:38:00 UTC 2024","","test_tls","",""
"Test encryption when backend database is using TLS.","904031","test_build_deploy_and_relate","tests.integration","Tue Nov 12 02:22:56 UTC 2024","broken","Tue Nov 12 02:38:00 UTC 2024","","test_tls","",""
"Test that exporter endpoint is functional.","1504381","test_exporter_endpoint","tests.integration","Tue Nov 12 02:23:33 UTC 2024","broken","Tue Nov 12 02:48:37 UTC 2024","","test_exporter","",""
